,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area,Longitude,Latitude
1194,3,1,1,21/01/2018,1,19:50,6,30,4,1,2,0,1,-0.06085,51.440485
1195,3,2,1,21/01/2018,1,20:15,6,30,4,2,2,3,1,-0.391649,51.49396
1196,2,1,1,21/01/2018,1,18:35,3,30,4,2,2,0,1,-0.223157,51.548002
1197,3,2,1,21/01/2018,1,18:30,6,30,4,1,1,0,1,-0.267039,51.600185
1198,3,2,1,21/01/2018,1,22:05,6,20,4,1,2,0,1,-0.147852,51.473817
1199,3,1,1,21/01/2018,1,16:57,6,30,4,2,2,0,1,-0.123068,51.411013
1200,2,2,1,07/01/2018,1,22:00,6,30,4,2,2,-1,1,-0.280695,51.609467
1201,3,2,1,21/01/2018,1,19:35,6,30,4,2,2,0,1,-0.147814,51.50673
1202,3,3,1,21/01/2018,1,21:32,3,30,4,2,2,0,1,0.081328,51.541915
1203,3,2,1,22/01/2018,2,00:14,3,40,4,2,2,0,1,-0.004362,51.508333
1204,3,1,1,22/01/2018,2,03:18,3,30,4,1,2,0,1,-0.115685,51.461164
1205,3,1,1,22/01/2018,2,07:38,6,30,1,1,2,0,1,-0.343713,51.608126
1206,3,2,1,03/01/2018,4,21:00,1,30,4,1,-1,-1,1,-0.150837,51.50327
1207,3,1,1,08/01/2018,2,21:30,6,30,4,9,-1,0,1,-0.029629,51.517213
1208,3,2,1,22/01/2018,2,08:12,3,40,1,1,1,0,1,-0.250151,51.438338
1209,3,4,1,22/01/2018,2,07:50,3,70,1,1,2,0,1,-0.039819,51.682578
1210,3,2,1,22/01/2018,2,08:20,6,20,1,1,2,0,1,-0.156645,51.4557
1211,3,1,1,22/01/2018,2,07:40,6,30,1,1,2,0,1,-0.152565,51.613636
1212,3,1,1,22/01/2018,2,12:30,6,30,1,1,1,0,1,-0.140707,51.518487
1213,3,2,1,22/01/2018,2,07:30,6,30,1,1,2,0,1,-0.208759,51.495986
1214,3,2,1,22/01/2018,2,09:00,3,30,1,1,1,0,1,-0.096727,51.373538
1215,2,2,1,15/01/2018,2,07:40,6,30,1,2,2,0,1,-0.148453,51.448287
1216,2,2,1,22/01/2018,2,10:52,3,30,1,1,1,0,1,-0.154955,51.522579
1217,3,3,1,20/01/2018,7,14:50,3,40,1,5,2,0,1,0.249515,51.60392
1218,3,2,1,11/01/2018,5,11:30,9,30,1,9,-1,0,1,0.005738,51.551236
1219,3,2,1,22/01/2018,2,08:30,6,30,1,1,2,0,1,-0.016928,51.451261
1220,3,2,1,11/01/2018,5,08:00,6,30,4,2,2,0,1,-0.064765,51.613209
1221,2,2,2,22/01/2018,2,09:25,3,30,1,8,1,2,1,-0.124534,51.361127
1222,2,3,2,22/01/2018,2,11:24,6,50,1,1,1,0,2,0.253771,51.579018
1223,3,1,1,22/01/2018,2,08:31,6,30,1,1,1,0,1,0.103569,51.483154
1224,3,1,1,22/01/2018,2,13:06,3,30,1,1,1,0,1,-0.192066,51.415334
1225,3,2,1,21/01/2018,1,12:50,6,20,1,2,2,0,1,-0.334784,51.508723
1226,3,2,1,16/01/2018,3,13:00,9,20,1,1,1,0,1,-0.288583,51.464894
1227,3,2,1,22/01/2018,2,10:50,3,30,1,1,1,0,1,-0.019846,51.473613
1228,3,2,1,22/01/2018,2,13:00,6,20,1,1,1,0,1,0.004944,51.539739
1229,3,2,2,22/01/2018,2,10:15,6,20,1,1,2,0,1,0.012339,51.42945
1230,3,2,1,22/01/2018,2,13:27,6,20,1,1,1,0,1,-0.028609,51.480775
1231,3,2,1,22/01/2018,2,12:47,6,20,1,1,1,0,1,-0.078925,51.486377
1232,3,2,1,02/01/2018,3,12:40,6,30,1,2,2,0,1,0.102788,51.450524
1233,3,2,1,20/01/2018,7,17:05,1,30,4,2,2,0,1,0.07777,51.561942
1234,3,4,2,22/01/2018,2,14:28,2,20,1,1,1,0,1,-0.054471,51.519426
1235,3,1,1,22/01/2018,2,15:44,1,30,1,1,1,0,1,0.16105,51.471227
1236,3,1,1,22/01/2018,2,06:31,6,30,4,1,2,0,2,-0.21648,51.615434
1237,3,2,1,21/01/2018,1,17:20,1,30,4,9,-1,-1,1,-0.339714,51.610857
1238,3,2,1,22/01/2018,2,17:13,2,20,4,1,2,0,1,-0.234214,51.493404
1239,3,2,1,22/01/2018,2,14:09,3,40,5,1,1,0,1,-0.011713,51.524825
1240,3,4,7,22/01/2018,2,16:00,3,50,1,1,1,2,1,-0.220671,51.574762
1241,3,2,1,20/01/2018,7,18:15,9,30,7,1,2,0,1,-0.215985,51.57649
1242,2,4,3,22/01/2018,2,15:59,6,30,1,1,1,0,1,0.115168,51.481687
1243,3,1,1,21/01/2018,1,22:00,6,30,4,2,2,2,1,-0.123248,51.487364
1244,3,2,1,22/01/2018,2,17:15,6,30,4,1,1,0,1,-0.357443,51.567852
1245,3,1,1,22/01/2018,2,17:28,3,40,4,1,1,0,1,0.107536,51.581645
1246,3,2,1,22/01/2018,2,16:57,3,50,4,1,1,0,1,0.096675,51.530671
1247,3,1,2,22/01/2018,2,18:12,6,30,5,1,1,0,1,-0.15585,51.496874
1248,3,2,1,22/01/2018,2,18:50,2,30,4,1,1,0,1,-0.15448,51.580664
1249,3,2,1,22/01/2018,2,08:50,6,30,1,1,1,0,1,0.053163,51.467231
1250,3,2,1,22/01/2018,2,19:19,6,20,4,1,1,0,1,-0.099233,51.579872
1251,3,2,1,22/01/2018,2,16:45,6,30,1,1,1,0,1,-0.080914,51.490456
1252,3,2,1,22/01/2018,2,18:25,1,30,4,1,2,0,1,0.006186,51.545023
1253,3,2,2,22/01/2018,2,15:10,3,30,1,1,2,0,1,-0.146035,51.436918
1254,1,1,1,22/01/2018,2,17:11,6,30,4,1,1,0,1,-0.102629,51.362842
1255,3,2,1,21/01/2018,1,23:45,3,50,7,1,2,0,1,0.222236,51.595357
1256,3,2,1,22/01/2018,2,19:04,3,50,4,1,1,0,2,0.144593,51.580794
1257,3,2,1,22/01/2018,2,14:15,6,20,1,1,1,0,1,-0.038472,51.512685
1258,3,2,1,19/01/2018,6,13:40,9,30,1,9,-1,-1,1,-0.455881,51.494464
1259,3,2,2,22/01/2018,2,19:30,6,30,4,1,2,0,1,0.152295,51.551336
1260,3,2,1,22/01/2018,2,18:55,6,20,4,1,1,0,1,-0.094558,51.539779
1261,3,3,1,22/01/2018,2,21:21,6,30,4,1,1,2,1,-0.300557,51.561018
1262,3,1,1,22/01/2018,2,19:30,6,20,4,1,1,0,1,-0.092832,51.474104
1263,3,2,1,22/01/2018,2,17:40,6,20,4,1,1,0,1,-0.060513,51.428069
1264,3,2,1,22/01/2018,2,21:35,3,40,4,1,1,0,1,0.122207,51.48129
1265,3,2,1,22/01/2018,2,21:54,1,30,4,1,1,0,1,-0.143574,51.352077
1266,2,1,1,22/01/2018,2,22:30,2,20,4,1,1,0,1,-0.121327,51.520067
1267,3,3,1,22/01/2018,2,23:34,6,30,4,1,1,0,1,-0.14404,51.422228
1268,3,1,1,22/01/2018,2,19:25,6,20,4,1,1,0,1,0.125361,51.564597
1269,3,1,1,22/01/2018,2,07:05,6,30,1,1,1,0,1,-0.198476,51.486386
1270,3,2,1,22/01/2018,2,11:00,1,30,1,1,1,0,1,-0.040919,51.489255
1271,2,1,1,23/01/2018,3,07:20,6,20,7,1,2,7,2,-0.257482,51.453645
1272,2,1,1,23/01/2018,3,06:10,3,30,4,1,2,2,1,-0.056182,51.479257
1273,3,1,1,23/01/2018,3,07:30,6,30,4,2,2,0,1,-0.195691,51.604236
1274,3,1,1,13/01/2018,7,19:30,6,30,4,1,2,6,1,-0.292037,51.553521
1275,3,2,1,07/01/2018,1,16:20,9,30,4,9,-1,-1,1,-0.05768,51.623524
1276,3,2,1,21/01/2018,1,12:50,6,30,1,2,2,0,1,-0.16061,51.4215
1277,3,2,1,23/01/2018,3,07:30,6,30,1,2,1,0,1,-0.15661,51.363614
1278,3,2,1,22/01/2018,2,14:55,1,30,1,1,1,0,1,-0.2819,51.585206
1279,2,2,1,23/01/2018,3,06:48,6,30,4,2,2,0,1,-0.429999,51.497267
1280,3,2,1,23/01/2018,3,07:31,6,20,4,1,2,2,1,-0.090669,51.491425
1281,3,1,1,22/01/2018,2,07:30,6,20,1,1,1,0,1,-0.094591,51.56316
1282,3,2,1,23/01/2018,3,09:50,3,50,1,1,2,0,1,0.017206,51.595282
1283,3,2,1,23/01/2018,3,10:50,1,70,1,2,2,0,2,0.136663,51.346762
1284,3,2,1,23/01/2018,3,10:00,3,30,1,1,1,0,1,-0.063812,51.482711
1285,3,1,1,12/01/2018,6,19:30,6,20,4,1,1,0,1,-0.142252,51.452146
1286,2,1,1,15/01/2018,2,07:05,6,30,4,2,2,0,1,-0.085354,51.411931
1287,3,2,1,22/01/2018,2,08:15,9,30,1,9,-1,-1,1,-0.268783,51.542929
1288,3,2,1,10/01/2018,4,20:05,6,20,4,1,1,0,1,-0.048113,51.546748
1289,3,2,1,23/01/2018,3,10:40,3,30,1,1,1,0,1,-0.190516,51.494626
1290,3,1,1,23/01/2018,3,10:40,6,30,1,1,1,0,1,-0.252351,51.587828
1291,3,2,1,22/01/2018,2,15:55,6,30,1,1,1,0,1,-0.288038,51.617758
1292,3,1,1,23/01/2018,3,10:50,2,30,1,1,2,2,1,0.042757,51.524338
1293,3,2,1,17/01/2018,4,12:12,2,20,1,1,1,0,1,-0.048194,51.551606
1294,3,2,1,23/01/2018,3,13:35,3,30,1,1,1,0,1,0.054237,51.53277
1295,3,4,1,23/01/2018,3,10:15,6,20,1,8,2,0,1,-0.083339,51.370712
1296,3,3,1,23/01/2018,3,13:40,6,20,1,1,2,0,1,-0.077593,51.466661
1297,3,2,1,23/01/2018,3,07:45,3,30,1,1,1,0,2,-0.126566,51.487238
1298,3,2,1,23/01/2018,3,08:00,6,20,1,1,2,0,1,-0.019382,51.590601
1299,3,2,2,21/01/2018,1,15:00,1,30,1,2,2,0,1,-0.407059,51.489944
1300,3,2,1,18/01/2018,5,17:07,6,30,4,8,1,0,1,-0.475893,51.546611
1301,3,2,1,23/01/2018,3,15:30,6,30,1,1,1,6,1,-0.291236,51.409269
1302,3,1,1,23/01/2018,3,13:14,6,30,1,1,1,0,1,-0.139713,51.496889
1303,3,2,1,23/01/2018,3,16:55,6,20,4,1,1,0,2,-0.008025,51.53996
1304,3,2,1,23/01/2018,3,16:38,6,30,4,1,1,0,1,-0.286464,51.46765
1305,3,2,1,22/01/2018,2,21:05,6,20,4,1,2,0,1,-0.068937,51.576139
1306,3,2,1,23/01/2018,3,17:20,3,30,4,1,1,0,1,-0.085464,51.605276
1307,3,1,2,23/01/2018,3,17:40,6,30,4,2,2,0,1,-0.113097,51.433155
1308,3,1,2,23/01/2018,3,17:53,6,20,4,2,2,6,1,-0.104949,51.591654
1309,3,2,1,23/01/2018,3,14:30,6,20,1,1,2,0,1,-0.092257,51.474095
1310,3,1,1,23/01/2018,3,18:05,6,30,4,1,2,0,1,0.183375,51.576842
1311,3,3,1,23/01/2018,3,17:44,3,70,4,1,1,0,2,0.288964,51.567005
1312,3,2,1,23/01/2018,3,18:45,6,20,4,2,2,0,1,-0.269905,51.600766
1313,3,2,1,23/01/2018,3,18:50,3,30,4,1,1,0,1,-0.165885,51.501708
1314,3,2,2,23/01/2018,3,14:55,1,40,1,1,2,0,1,-0.294762,51.530809
1315,2,1,1,23/01/2018,3,14:50,6,30,1,1,2,0,1,-0.228725,51.56805
1316,3,2,1,23/01/2018,3,17:10,6,30,4,1,1,0,1,0.099513,51.561015
1317,3,2,1,23/01/2018,3,16:13,6,20,1,1,1,0,1,-0.202254,51.485545
1318,3,2,1,23/01/2018,3,18:45,6,30,4,2,2,-1,1,-0.159865,51.51879
1319,3,3,3,23/01/2018,3,17:10,3,40,4,1,2,0,1,0.180627,51.47716
1320,3,2,1,23/01/2018,3,17:45,6,30,4,1,2,0,1,0.106812,51.46601
1321,3,2,1,23/01/2018,3,17:43,6,30,4,1,2,0,1,-0.259758,51.545133
1322,3,2,1,23/01/2018,3,20:30,2,30,4,1,1,2,1,-0.116381,51.524664
1323,3,1,2,23/01/2018,3,18:00,3,30,4,1,1,0,1,-0.185178,51.494814
1324,3,1,1,23/01/2018,3,19:03,6,20,4,1,1,0,1,-0.16419,51.4542
1325,2,2,1,23/01/2018,3,16:27,6,30,4,2,2,0,1,-0.00477,51.340444
1326,3,1,1,23/01/2018,3,16:45,3,30,1,1,1,0,1,-0.194303,51.457096
1327,2,1,1,23/01/2018,3,16:51,3,40,4,9,2,0,1,-0.345809,51.610044
1328,2,2,2,23/01/2018,3,16:10,1,20,1,1,1,0,1,-0.024395,51.454984
1329,3,1,1,23/01/2018,3,18:45,6,20,4,8,2,0,1,-0.068256,51.469565
1330,3,2,1,23/01/2018,3,20:20,6,30,5,8,2,0,1,-0.302903,51.58713
1331,3,1,1,23/01/2018,3,20:24,6,30,4,1,1,0,1,-0.146338,51.51471
1332,2,2,2,23/01/2018,3,18:19,3,40,4,1,1,0,1,-0.303686,51.531208
1333,3,2,1,23/01/2018,3,18:49,6,30,7,1,1,0,1,-0.124214,51.414628
1334,3,2,1,23/01/2018,3,18:43,3,20,4,1,1,0,1,-0.018592,51.426109
1335,3,1,1,23/01/2018,3,07:15,2,30,1,2,2,0,1,0.111516,51.580314
1336,3,1,1,20/01/2018,7,14:22,6,30,1,1,1,0,1,-0.335808,51.508288
1337,2,2,1,23/01/2018,3,23:10,6,30,4,1,1,0,1,-0.073314,51.51695
1338,3,1,1,24/01/2018,4,03:05,3,20,4,1,1,0,1,-0.024985,51.51129
1339,3,2,1,22/01/2018,2,23:56,6,30,4,1,1,0,1,-0.186451,51.342766
1340,3,2,2,24/01/2018,4,05:35,6,20,4,1,2,0,1,-0.094659,51.527011
1341,3,2,1,24/01/2018,4,08:25,6,30,1,1,2,0,1,-0.190343,51.426189
1342,3,2,1,05/01/2018,6,18:15,9,30,4,9,-1,-1,1,-0.286896,51.509922
1343,3,2,1,24/01/2018,4,07:34,3,40,1,1,2,0,1,0.119521,51.532058
1344,3,2,1,22/01/2018,2,22:20,6,20,4,1,1,0,1,-0.083494,51.397962
1345,3,1,1,24/01/2018,4,09:03,3,30,1,5,2,0,1,-0.273024,51.617538
1346,3,1,1,24/01/2018,4,08:50,6,20,1,5,2,0,1,-0.058239,51.549434
1347,3,2,1,15/01/2018,2,09:45,6,30,1,2,2,0,1,-0.149892,51.537248
1348,3,2,1,24/01/2018,4,09:15,6,20,1,2,2,0,1,-0.076123,51.525539
1349,3,2,1,24/01/2018,4,08:40,6,30,1,5,2,0,1,-0.046869,51.410666
1350,3,1,1,16/01/2018,3,16:00,6,30,1,1,1,-1,1,-0.308029,51.600692
1351,3,2,1,24/01/2018,4,08:30,6,30,1,1,1,0,1,-0.118078,51.47649
1352,2,2,2,24/01/2018,4,08:38,6,30,1,8,2,0,1,0.171138,51.574461
1353,3,2,2,23/01/2018,3,21:30,6,30,1,2,1,0,1,-0.24595,51.536655
1354,3,1,1,24/01/2018,4,08:15,3,30,1,2,2,0,1,-0.319009,51.580977
1355,3,2,1,18/01/2018,5,09:45,6,30,1,8,1,0,1,-0.119846,51.454486
1356,2,2,1,24/01/2018,4,08:05,6,20,1,8,2,0,1,-0.06448,51.456733
1357,3,2,2,08/01/2018,2,01:30,6,30,4,4,2,0,1,-0.026204,51.57309
1358,3,2,1,24/01/2018,4,09:16,3,40,1,8,2,0,1,-0.292341,51.491477
1359,3,1,1,15/01/2018,2,16:48,6,30,7,9,-1,-1,1,0.004234,51.487502
1360,3,1,1,24/01/2018,4,12:08,3,70,1,2,2,0,1,-0.239466,51.603732
1361,3,1,1,05/01/2018,6,06:35,6,30,4,1,1,0,1,0.100971,51.561349
1362,3,2,3,23/01/2018,3,20:05,3,50,1,1,1,0,1,0.025141,51.517179
1363,3,2,1,24/01/2018,4,09:45,6,20,1,1,2,0,1,-0.067204,51.514871
1364,3,2,1,24/01/2018,4,07:30,6,30,1,1,2,0,1,-0.121521,51.473308
1365,2,2,1,24/01/2018,4,09:00,3,30,1,1,2,0,2,-0.315983,51.451891
1366,3,2,1,24/01/2018,4,10:50,3,20,1,5,2,0,1,-0.072941,51.566763
1367,3,2,2,11/01/2018,5,19:10,1,30,4,9,-1,-1,2,-0.494432,51.478689
1368,3,1,1,24/01/2018,4,12:00,6,30,1,2,2,0,1,-0.069596,51.413921
1369,3,2,1,24/01/2018,4,08:27,6,30,1,2,2,0,1,-0.339613,51.47498
1370,3,1,1,09/01/2018,3,23:20,9,30,4,1,1,-1,1,-0.088956,51.525479
1371,3,3,2,18/01/2018,5,10:20,9,30,1,9,-1,-1,1,-0.2699,51.608499
1372,3,2,2,24/01/2018,4,12:30,6,30,1,5,2,0,1,-0.017655,51.617009
1373,3,2,1,24/01/2018,4,11:30,6,30,1,1,2,0,1,-0.267144,51.593622
1374,3,2,2,24/01/2018,4,11:27,1,30,1,2,2,0,1,6.5E-05,51.510685
1375,3,1,1,13/01/2018,7,18:00,6,40,4,1,1,0,1,-0.160046,51.442714
1376,3,4,1,24/01/2018,4,11:44,2,20,1,4,2,0,1,-0.373365,51.485524
1377,3,1,1,04/01/2018,5,17:00,9,20,4,1,1,-1,1,-0.231247,51.503071
1378,3,1,1,23/01/2018,3,09:20,6,30,1,1,1,0,1,-0.026636,51.56977
1379,3,2,1,23/01/2018,3,19:20,6,30,4,8,2,0,1,-0.178705,51.487339
1380,3,1,1,23/01/2018,3,11:00,9,30,1,1,1,0,1,-0.114078,51.454753
1381,3,2,1,24/01/2018,4,07:55,2,30,1,4,2,0,1,-0.117251,51.555973
1382,2,1,1,24/01/2018,4,14:02,6,30,1,2,2,0,1,-0.141865,51.514819
1383,3,1,1,24/01/2018,4,14:55,6,30,1,2,2,0,1,-0.133258,51.633563
1384,3,1,1,11/01/2018,5,17:48,6,20,4,1,1,0,1,-0.209037,51.488886
1385,3,2,1,24/03/2018,7,07:20,3,40,1,1,2,0,1,0.03621,51.594055
1386,3,1,1,24/01/2018,4,13:25,6,30,1,2,2,0,1,0.090617,51.486533
1387,3,3,1,24/01/2018,4,13:30,6,30,1,2,2,0,1,-0.187172,51.52443
1388,3,1,1,24/01/2018,4,13:40,6,30,1,5,2,0,1,0.009789,51.410698
1389,3,2,1,24/01/2018,4,12:15,6,30,1,5,2,0,1,-0.00298,51.56955
1390,3,2,1,19/01/2018,6,09:15,6,30,1,1,1,-1,1,-0.236569,51.376265
1391,3,2,1,24/01/2018,4,14:35,6,30,1,2,2,0,1,-0.073587,51.517314
1392,3,1,1,24/01/2018,4,03:40,6,20,1,2,2,0,1,-0.226224,51.517384
1393,3,2,1,24/01/2018,4,13:00,6,30,1,2,2,0,1,-0.086643,51.408625
1394,3,2,1,24/01/2018,4,17:20,3,20,4,2,2,0,1,-0.035997,51.526672
1395,3,1,1,24/01/2018,4,17:40,9,20,4,5,2,-1,1,-0.048224,51.493603
1396,3,2,1,24/01/2018,4,15:35,6,20,1,2,2,0,1,-0.205154,51.488736
1397,3,2,1,24/01/2018,4,16:52,6,30,4,2,2,0,1,-0.120178,51.526973
1398,2,1,1,24/01/2018,4,16:20,2,30,1,2,2,0,1,-0.143613,51.507293
1399,3,2,1,21/01/2018,1,01:45,9,20,1,2,-1,0,1,-0.089312,51.479083
1400,3,2,2,24/01/2018,4,16:45,6,30,1,1,2,0,1,0.184983,51.453787
1401,3,2,1,24/01/2018,4,17:15,6,30,4,1,2,0,1,-0.120908,51.47069
1402,3,1,1,24/01/2018,4,15:05,6,30,1,2,2,0,1,-0.042756,51.516983
1403,3,2,1,24/01/2018,4,16:12,6,30,1,2,2,0,1,-0.066814,51.517293
1404,3,2,3,19/01/2018,6,19:21,6,30,4,1,1,0,1,0.119207,51.61219
1405,3,2,1,24/01/2018,4,19:25,6,20,4,2,2,0,1,-0.220254,51.478265
1406,3,2,1,24/01/2018,4,20:24,6,20,4,4,2,0,1,-0.059158,51.480386
1407,3,1,1,24/01/2018,4,21:16,3,40,4,1,2,0,1,-0.197326,51.559298
1408,3,2,1,24/01/2018,4,17:35,6,30,4,1,2,0,1,0.104246,51.432152
1409,3,1,1,24/01/2018,4,15:15,6,20,1,2,2,0,1,-0.153804,51.444055
1410,3,1,1,24/01/2018,4,18:10,6,30,4,8,2,0,1,-0.158433,51.436304
1411,3,2,2,24/01/2018,4,19:30,6,30,4,1,2,0,1,0.029277,51.525921
1412,3,2,1,24/01/2018,4,16:50,6,30,1,2,2,0,1,-0.141239,51.388461
1413,3,2,1,20/01/2018,7,14:50,6,20,1,2,2,0,1,0.037136,51.433878
1414,3,2,1,24/01/2018,4,18:20,1,30,4,1,2,0,1,0.017899,51.490326
1415,3,1,1,19/01/2018,6,05:40,3,40,4,1,2,0,1,-0.085586,51.609235
1416,3,2,1,24/01/2018,4,21:31,6,30,4,1,2,0,1,-0.22525,51.512783
1417,2,1,2,24/01/2018,4,21:20,2,30,4,1,2,0,1,-0.15811,51.522989
1418,3,1,2,24/01/2018,4,20:00,6,30,4,1,2,0,1,-0.083098,51.462434
1419,3,2,1,23/01/2018,3,18:55,6,30,1,2,2,0,1,-0.191239,51.501832
1420,3,2,1,24/01/2018,4,21:30,6,30,4,1,2,0,1,0.182799,51.471364
1421,3,2,1,19/01/2018,6,19:25,3,40,7,9,1,-1,1,-0.008928,51.515965
1422,3,2,2,24/01/2018,4,21:50,6,30,4,1,1,0,1,0.064682,51.572425
1423,3,2,3,25/01/2018,5,01:00,3,30,4,1,2,0,1,-0.20382,51.614162
1424,3,3,1,24/01/2018,4,22:28,3,50,4,1,2,1,2,-0.017328,51.551538
1425,3,2,1,24/01/2018,4,11:33,6,40,1,2,2,0,2,0.156782,51.447924
1426,3,1,2,25/01/2018,5,03:40,3,40,4,1,2,0,1,-0.469612,51.536098
1427,2,3,1,25/01/2018,5,05:48,6,30,4,2,2,0,1,0.184141,51.478354
1428,3,2,1,25/01/2018,5,07:00,6,30,4,1,2,0,1,-0.029008,51.615042
1429,3,2,1,24/01/2018,4,20:30,2,20,4,1,1,0,1,-0.132022,51.508817
1430,3,4,1,25/01/2018,5,08:14,6,30,1,1,2,0,1,-0.304494,51.587063
1431,3,2,3,25/01/2018,5,07:19,3,30,1,1,2,0,1,-0.163643,51.464263
1432,3,2,1,25/01/2018,5,08:25,6,30,1,1,2,0,1,-0.114926,51.479587
1433,3,2,1,01/01/2018,2,10:30,6,30,1,9,-1,0,1,0.057306,51.524083
1434,2,2,1,23/01/2018,3,15:00,3,30,1,1,1,0,1,-0.181559,51.520567
1435,3,2,1,25/01/2018,5,07:00,6,30,1,1,1,0,1,-0.211145,51.457084
1436,3,2,1,08/01/2018,2,17:00,6,30,1,1,1,0,1,0.066293,51.557019
1437,3,1,1,24/01/2018,4,15:35,6,20,1,5,2,0,1,-0.342075,51.589668
1438,3,2,1,13/01/2018,7,13:40,6,30,1,9,-1,-1,1,-0.088489,51.388512
1439,3,1,1,23/01/2018,3,17:45,6,30,7,1,1,0,1,-0.005717,51.556467
1440,3,1,1,11/01/2018,5,21:09,6,30,7,9,-1,-1,1,-0.098773,51.351898
1441,3,1,2,25/01/2018,5,08:13,6,30,1,1,1,0,1,-0.150706,51.4887
1442,3,2,1,24/01/2018,4,12:00,6,30,1,5,2,0,1,-0.06213,51.62081
1443,3,1,1,19/01/2018,6,22:00,6,30,7,9,-1,-1,1,-0.076263,51.375002
1444,2,2,1,25/01/2018,5,10:35,6,30,1,1,1,0,1,-0.1831,51.518073
1445,3,1,1,25/01/2018,5,11:30,6,30,1,1,1,0,1,0.130244,51.551738
1446,3,2,1,25/01/2018,5,11:36,6,30,1,1,1,0,1,-0.039604,51.422506
1447,3,2,1,25/01/2018,5,11:15,3,50,1,1,1,0,1,-0.257015,51.435652
1448,3,2,1,25/01/2018,5,07:10,6,30,1,1,2,0,1,0.033034,51.315422
1449,3,1,2,24/01/2018,4,15:47,6,20,1,5,2,0,1,-0.065976,51.496236
1450,3,2,1,24/01/2018,4,11:50,1,30,1,2,2,0,1,0.09688,51.418974
1451,3,1,1,25/01/2018,5,07:50,6,30,1,1,1,0,1,-0.076874,51.398124
1452,3,2,2,25/01/2018,5,09:01,6,30,1,1,1,0,1,0.083572,51.357162
1453,3,3,1,25/01/2018,5,13:03,3,20,1,1,1,6,1,-0.11467,51.464835
1454,3,2,1,24/01/2018,4,17:47,3,30,4,2,2,0,1,-0.127003,51.437874
1455,3,2,1,24/01/2018,4,21:38,6,30,4,2,2,0,1,-0.120963,51.339576
1456,3,2,1,25/01/2018,5,12:02,7,30,1,1,1,0,1,0.229922,51.58424
1457,3,2,1,25/01/2018,5,14:20,3,50,1,1,1,0,1,-0.255238,51.621771
1458,3,2,1,21/01/2018,1,19:00,9,20,1,9,1,-1,1,-0.266579,51.468078
1459,3,2,1,10/01/2018,4,15:40,3,30,1,1,1,0,1,-0.190025,51.401454
1460,3,2,1,25/01/2018,5,13:15,6,30,1,1,1,0,1,0.216986,51.579449
1461,3,3,1,25/01/2018,5,15:00,6,30,1,1,1,0,1,-0.310084,51.591999
1462,1,1,1,25/01/2018,5,10:59,6,20,1,1,1,2,1,-0.198141,51.480266
1463,3,1,1,25/01/2018,5,15:13,3,30,1,1,1,0,1,-0.17665,51.621746
1464,3,1,1,25/01/2018,5,13:50,6,30,1,1,1,0,1,-0.015843,51.55583
1465,2,1,1,25/01/2018,5,15:00,6,30,1,1,1,0,1,-0.241009,51.578756
1466,3,2,1,25/01/2018,5,13:12,9,30,1,8,1,0,1,-0.292403,51.528347
1467,3,1,1,25/01/2018,5,17:47,2,30,4,1,1,0,1,-0.15811,51.522989
1468,3,1,1,25/01/2018,5,16:25,6,30,1,1,1,0,1,-0.239776,51.547173
1469,3,3,2,25/01/2018,5,17:20,3,30,4,1,1,0,1,0.110653,51.461894
1470,3,2,1,25/01/2018,5,17:20,6,20,7,1,-1,0,1,-0.055607,51.540128
1471,3,2,1,24/01/2018,4,23:40,6,30,4,1,1,0,1,-0.01216,51.511253
1472,3,2,1,25/01/2018,5,18:13,6,30,4,1,1,0,1,-0.016688,51.426886
1473,3,1,1,25/01/2018,5,16:50,6,30,4,1,2,0,1,-0.170406,51.478757
1474,3,3,2,25/01/2018,5,20:10,3,70,4,1,1,0,1,-0.399695,51.548024
1475,3,2,1,25/01/2018,5,17:05,7,30,4,2,1,0,1,-0.067927,51.599953
1476,3,2,1,25/01/2018,5,18:30,6,20,4,4,2,0,1,-0.126507,51.562416
1477,3,2,1,24/01/2018,4,18:56,6,20,4,1,1,0,1,-0.114628,51.584527
1478,3,2,1,24/01/2018,4,20:45,6,30,4,2,1,0,1,-0.148438,51.512675
1479,3,2,3,25/01/2018,5,18:40,6,30,4,1,1,0,1,-0.208039,51.495975
1480,3,2,1,25/01/2018,5,16:00,6,30,1,1,1,0,1,-0.111284,51.599041
1481,3,3,1,25/01/2018,5,17:32,6,20,4,1,1,0,1,-0.016543,51.443521
1482,3,1,1,25/01/2018,5,18:15,3,20,4,1,1,0,1,0.045592,51.503964
1483,2,1,1,25/01/2018,5,20:13,3,30,4,1,1,0,1,-0.093143,51.473569
1484,2,1,1,25/01/2018,5,20:05,6,30,4,1,1,0,1,-0.137017,51.481739
1485,3,2,1,25/01/2018,5,16:18,3,40,1,1,1,0,1,0.205618,51.520489
1486,2,1,1,25/01/2018,5,18:05,3,30,4,1,1,0,1,0.093977,51.559855
1487,3,1,1,25/01/2018,5,16:45,2,20,4,8,1,0,1,0.159709,51.573862
1488,2,2,1,25/01/2018,5,19:00,6,20,4,1,1,0,1,-0.142602,51.539201
